LNR,RESPONSE
1754,0.02571132389599231
1770,0.016721961833887654
1465,0.018552595871683723
1470,0.022210328738940577
1478,0.019791090095654353
1782,0.029150581908207254
1485,0.02209925168317087
1519,0.015466373008963459
1835,0.021871639716336246
1522,0.01533172120479455
1539,0.016481264682747746
1853,0.023602826966922417
1856,0.023681062658938625
2502,0.02501308496704306
2182,0.014707357653372909
2191,0.01863706078417905
2522,0.028224915963957403
2530,0.024748880847284917
2215,0.017555184250760615
2550,0.021614737887798254
2570,0.019600413548938603
2574,0.02141509206119041
2579,0.023131142800949543
2247,0.031904556241152494
2674,0.029942211057916467
11434,0.014560077713376003
11122,0.019953155737433365
11127,0.01802621556158749
11443,0.03047600631461335
11170,0.023305525828869772
11191,0.01896844057080007
11198,0.018285712596561334
10936,0.023305525828869772
11244,0.018354894153818677
11247,0.015141592441658138
11252,0.015703411517834696
11259,0.023305525828869772
10945,0.026487813517565725
10951,0.026715670412909783
11271,0.03035525489576561
10963,0.01856979217668582
11282,0.02152099644061344
11291,0.026555191943434364
10980,0.01800548114493792
10994,0.025717037284723118
10998,0.023305525828869772
11303,0.018303498856052206
11630,0.013514420609403423
11636,0.017789099676761167
11949,0.026203335751558157
11950,0.022274390479896333
11956,0.017907268683298866
11648,0.023305525828869772
11653,0.017370653186887842
11967,0.017259600980088392
11972,0.029573905162684877
11975,0.015814771134374767
12110,0.02945430676797707
12113,0.019504536413590238
11712,0.023122058127058386
11716,0.023305525828869772
12000,0.017693632265495366
11722,0.018282833954212666
12023,0.023305525828869772
12046,0.034484867977954664
11762,0.023305525828869772
12071,0.023027693774715603
12077,0.02167389551582265
11785,0.025152032612127728
11788,0.01977210318475695
11790,0.02395368015868457
11800,0.014812072240557085
11806,0.018077399306550238
11816,0.08539909016458226
11505,0.018128737570777206
11837,0.017691173810152026
11531,0.028250757921430322
11848,0.017540967745057288
11854,0.018949978558499236
11877,0.023498779359396375
11563,0.023443580839599715
11567,0.017231789624760335
11894,0.08655207417454819
11906,0.02191150629826538
11917,0.023305525828869772
11610,0.023305525828869772
11923,0.022364456703176227
12596,0.014695825269180854
12603,0.0221039938023815
12608,0.014654942309603283
12633,0.018622526615133864
12637,0.023537917497024063
21484,0.023305525828869772
21184,0.01521241821193819
21247,0.024464327864531277
20991,0.01844362959780495
21018,0.02133676229335229
21019,0.018505279363628457
21047,0.029587081537971377
21054,0.021196532512339182
21374,0.023276164109674397
21392,0.021638304224100752
21713,0.017671848095044816
22019,0.01895196597829046
22025,0.019345713590305763
21722,0.02050343545529548
21728,0.022877538025166698
22039,0.023305525828869772
22044,0.02237042329887335
61900,0.021457146823430192
62548,0.01762168556617852
63176,0.016447010463036763
64473,0.018009095647831545
64779,0.020363435446954917
64780,0.02754835169825137
64784,0.01937362038793831
65105,0.023305525828869772
65431,0.02407284875320251
65433,0.024091482867183
66055,0.01797424632737064
66071,0.023305525828869772
61280,0.0429242584770981
61281,0.017789621515184765
61284,0.01593235966910765
61597,0.026893304477777772
61606,0.018858190415785556
62235,0.0194463137449759
62240,0.017627376528322164
62241,0.013540060604476276
62555,0.020247254339036447
62557,0.023305525828869772
62565,0.03033245445704991
62566,0.02333351210176335
63515,0.026257381297377928
63524,0.018258468488944867
64797,0.020031819531586267
65116,0.023305525828869772
75249,0.020900210602457187
75253,0.023197004570792674
75575,0.023305525828869772
76212,0.018680537715655417
71422,0.019121524258631985
72059,0.018476952191498638
72060,0.019195864360781995
72383,0.02389744143926889
72386,0.020658798104804057
72700,0.023311769378630224
72715,0.022819624004582265
73028,0.021175826205741835
73346,0.01914925133671568
73658,0.018738544993865295
73662,0.030726182178529425
73666,0.023305525828869772
73668,0.023305525828869772
73985,0.028829899220960402
74299,0.021957270395645167
74310,0.0360680073281591
74312,0.024601929537424704
74619,0.016225789338310207
74620,0.022848811485399925
74627,0.01749279835198895
74938,0.029964309786787813
74952,0.015623950334362632
75911,0.019413477219324217
75913,0.017834746099143386
76221,0.01828786577488674
76227,0.02014884227221811
71448,0.019617176227179636
15887,0.01594254266809605
15498,0.02011032389542811
15504,0.014018221690795599
15507,0.030359293633823347
15521,0.022165741783131875
24403,0.025964291173150144
24100,0.018098463044392762
24436,0.01786429674195738
24440,0.02504162703526784
24442,0.023305525828869772
24148,0.01767534452135078
24149,0.018723131931386493
24155,0.01658523410540382
24458,0.019347345134645384
24169,0.030916037850288382
24477,0.02716468763755107
24479,0.026980611877297278
24486,0.027927434514852734
24190,0.015459264499926169
24515,0.018427803907592546
24214,0.01636594230204067
25183,0.023305525828869772
25207,0.023683641979755435
24889,0.02066673944682622
24890,0.021437848763525932
25226,0.02343482559481325
25232,0.022835374716862776
25244,0.022171788542671083
25339,0.01574985408601405
25355,0.022663810790267844
24958,0.027216471350964923
25277,0.030993555415809664
25286,0.029320586350192343
24988,0.023305525828869772
25298,0.023624380499287733
25309,0.017393931689910335
25315,0.030584629918478736
25014,0.023305525828869772
25322,0.01736702052956401
25333,0.01858418761651258
25025,0.023154733948432565
24726,0.027174287629072848
24735,0.023305525828869772
25055,0.019500826147042242
25056,0.01776542066689154
24746,0.02167226625902906
25061,0.016450425600898592
25067,0.018756328729753538
25074,0.017543222311016515
24773,0.026283924383290212
25080,0.023305525828869772
25086,0.014805056361189537
25088,0.02442883707366199
24777,0.01758400738164259
24796,0.036361688207012986
25104,0.020263638722249868
24806,0.022161596021666518
25118,0.020338768299561556
24822,0.023305525828869772
82811,0.019179555362309763
83449,0.024308119913026564
83459,0.023305525828869772
83770,0.023305525828869772
84091,0.018664820604016488
84096,0.015524973311867515
84737,0.015218231627857591
85048,0.023305525828869772
85049,0.020560292980653153
85051,0.0403365465868423
85369,0.014476772263899753
85374,0.01726587468540825
85380,0.014494670425223198
82190,0.018681160567125276
82505,0.022835374716862776
82515,0.022501252879888217
82517,0.023276164109674397
82821,0.02343482559481325
83140,0.02343482559481325
788,0.08061592826783784
1102,0.01823665453598045
1109,0.022514634884468664
821,0.02336281476907006
829,0.020552409963296235
837,0.01939679395060402
845,0.023305525828869772
1163,0.01893057799330572
861,0.023305525828869772
899,0.0203895060180386
1207,0.017425368359559493
906,0.02052048421146058
1221,0.020250302912360883
1545,0.022513203915374022
1546,0.02018428296199462
1555,0.022899717566092298
1556,0.016907537426745597
1879,0.015236457730409993
1885,0.017875333358434976
1593,0.018521817912066963
1902,0.031916328155251146
1611,0.0268586053209577
1921,0.0396833490081305
1927,0.018683598889330667
1651,0.01889468813524968
1978,0.02162584270001523
1718,0.02283040822687743
1722,0.023522408086842153
1734,0.020330613580746983
41705,0.01790825071065586
41711,0.023305525828869772
41712,0.020828059942611735
42029,0.014021768520990786
42347,0.02791227125627922
42352,0.02325559696256057
42353,0.02707814419019037
42671,0.019236839700935277
42987,0.022777421209454397
43310,0.022186991360078723
43627,0.032147297927771434
43629,0.019509980608827183
43945,0.023305525828869772
43953,0.01967149134755596
43954,0.013969261728421995
43961,0.017362904497035935
44280,0.01637507725106568
44917,0.02520588304086421
44924,0.019033094190248435
44927,0.023380866453042378
45244,0.023476988903117176
45570,0.018676834982926743
45584,0.031005598714759455
41721,0.022867521324527434
41739,0.023305525828869772
42054,0.02067490040907146
42369,0.013751039460838435
42689,0.017448811101623572
43019,0.02207968688850702
43331,0.02175822501246766
51328,0.02272414620861934
51644,0.019468237573899816
51653,0.015460595415537298
51969,0.018240628461583565
52308,0.021113007243717955
52310,0.020963393350708643
52626,0.01821600396160282
52638,0.021382250708915182
52940,0.025738964835373305
52954,0.029948675921662792
55194,0.03286596771259928
55196,0.019501653419591085
55526,0.023305525828869772
55847,0.01775491123707101
55848,0.023305525828869772
51024,0.023305525828869772
51031,0.032994109128037734
51342,0.014027900905776897
51348,0.020211658084145455
51666,0.01906114296118062
51674,0.018394199760217337
51680,0.023740880986676073
52331,0.01499748215825427
53302,0.023305525828869772
82163,0.02412583596192343
82481,0.02222900357466961
82498,0.017172319459896574
55852,0.023305525828869772
55858,0.024629168659443833
55859,0.027919084343061232
51037,0.023305525828869772
51039,0.020065839703194515
51683,0.026664464077788746
51685,0.01684992925757871
51695,0.018008838744461703
51702,0.0923734057200571
52343,0.017557409409138077
52353,0.023305525828869772
53314,0.023305525828869772
53322,0.02343482559481325
53950,0.026917899744790613
54597,0.02182071998060652
54925,0.024934951049704966
55245,0.022961376157443016
55558,0.023305525828869772
55882,0.02843340345339109
51384,0.014334034590320366
51703,0.025579575421213818
51706,0.023400453867032104
51711,0.016171361837170755
52041,0.01954004754973284
52047,0.015819425240434892
52369,0.019375459236412807
52689,0.022152131726069443
53331,0.025965860454768497
53341,0.025291220201696038
63455,0.01786515508312393
63780,0.019503511675859734
63783,0.023305525828869772
64096,0.02680354889702276
64104,0.02789502605173312
64109,0.02002008606713579
64422,0.020953208818933963
65391,0.023305525828869772
65705,0.016736753955442028
65709,0.02373002456246677
61568,0.023154733948432565
62203,0.023441431367307423
62850,0.014132937913479644
62851,0.021019141374924496
63164,0.023680187257572295
63491,0.018994562924335854
63796,0.018526278155953618
63799,0.022717560419366345
63802,0.020193993488981224
63812,0.022835374716862776
64127,0.019575411307465186
64449,0.019030710376727777
64771,0.02125753096634857
65082,0.023305525828869772
65399,0.02125420503797601
66039,0.023305525828869772
66048,0.024255533830011253
71758,0.015672815212229737
72077,0.023305525828869772
72087,0.023305525828869772
72405,0.02694459150095155
72723,0.018526121852026865
72735,0.023240678596255494
73046,0.016812380153561415
73682,0.01754170335661832
73694,0.01586168211627252
73696,0.02289845608494479
74317,0.02107241058984908
74974,0.018226431395307767
75286,0.019478243346538544
75605,0.024281155222244295
75612,0.023305525828869772
75929,0.023305525828869772
76239,0.08914357749635282
71471,0.01934597841395582
71776,0.030105592612914962
71779,0.023305525828869772
72112,0.018480847583686684
72417,0.027106903163797526
72420,0.019877542864841086
72425,0.01883156864095049
73073,0.023142615002963024
73393,0.015310761390163035
73714,0.017754468457208274
74337,0.026748314955032403
74347,0.020772835577832695
74354,0.018236564747386438
74666,0.027411636740873678
74667,0.023305525828869772
74990,0.02236859044989142
75949,0.030633085832869132
75952,0.02698204764295203
71486,0.023476988903117176
71805,0.02459619861326675
71813,0.02738734980790847
72130,0.02248363820560186
72437,0.01905021211053538
82469,0.023305525828869772
82788,0.028275891892148027
82793,0.023305525828869772
83111,0.023305525828869772
83113,0.022288912312667795
83420,0.019215600885258314
83425,0.01243261779625949
83428,0.023305525828869772
83433,0.02156032592442633
83759,0.014516993565973224
84381,0.025466200736542363
84709,0.023275737363319175
85024,0.02412158303594524
85026,0.021276750051978915
85671,0.026338660360695366
35158,0.020011760628199794
34851,0.02331424678926659
34853,0.023838411687889267
34859,0.019027443755018397
35162,0.024680450865725935
35165,0.023305525828869772
34865,0.018237904376378504
34877,0.0287550830198236
34898,0.028260455171486183
35203,0.016049104899756927
34902,0.023391733400861342
34907,0.018137552851048514
34930,0.017288509294717477
34939,0.021290212760452166
35249,0.014991360499253007
35561,0.018995692521000467
35568,0.023305525828869772
35572,0.014681386968300673
35574,0.0232460872763559
35575,0.020152296528768363
35889,0.023305525828869772
35583,0.01974005904943578
35587,0.019147453774415648
35597,0.024432484812675306
35900,0.021084860271511387
35602,0.027882262615760527
35606,0.01583782353282583
35922,0.021458803049237436
35936,0.025854538003887217
41020,0.014245653860561043
41028,0.017928531743401463
41344,0.027760919630418445
41666,0.03299526747854276
42319,0.023392160147216564
42634,0.023305525828869772
42944,0.014641501845264327
42952,0.032928488487232885
42954,0.02547553472372841
43274,0.023662916830092414
43582,0.023305525828869772
43590,0.02721001833774391
43594,0.025697888827784805
43909,0.08780098048738168
43917,0.02299781165052751
44561,0.017471126952194695
45202,0.023612146534591417
45210,0.020597360550958912
41684,0.01852625739947177
41691,0.018697440337694646
42333,0.032553848192619354
42660,0.021823791814987118
42963,0.017719308965828635
42979,0.08041934366618719
43287,0.017634945160224326
44582,0.023305525828869772
45233,0.021770132375704042
45544,0.020315673343715934
45550,0.019420320178244035
40729,0.013151553045271167
41379,0.023305525828869772
41395,0.02069443933840641
4332,0.021085103458115408
4346,0.08010336605370502
